config,bit_size,type,VIT_FIRST,VIT_MIDDLE,VIT_LAST,QFORMER_FIRST,QFORMER_MIDDLE,QFORMER_LAST,LLM_FIRST,LLM_MIDDLE,LLM_LAST,METEOR,CIDEr
339,8,MLP,0,0,0,1,1,1,1,1,1,0.2782263035104425,1.27793685233323
624,6,MLP,1,1,1,0,0,0,1,0,0,0.23223688175121188,0.9806922560663088
655,6,ATTENTION,1,0,0,1,1,1,0,0,0,0.26920456911602114,1.2220023537681952
860,5,MLP,0,1,1,1,1,1,1,1,1,0.02544718530197197,0.001783744887800076
290,8,MLP,0,0,1,1,1,1,1,1,1,0.27758766826775205,1.2766517815948681
365,8,MLP,1,1,1,0,0,0,0,1,1,0.2752278215875684,1.2587851895524917
664,6,ATTENTION,0,0,1,0,0,0,1,1,1,0.27742247090886657,1.2716178257498425
684,6,ATTENTION,0,0,0,0,0,0,1,1,1,0.2785208443350772,1.2852764152502318
146,16,ATTENTION,0,0,0,1,0,1,0,0,0,0.2785208443350772,1.2852764152502318
103,16,ATTENTION,0,1,0,0,0,0,0,0,0,0.2785208443350772,1.2852764152502318
424,8,ATTENTION,0,0,0,1,0,1,1,1,1,0.27887690363790396,1.2860107910331067
471,8,BOTH,1,0,0,0,0,0,0,0,0,0.27612605795500533,1.2670422839521134
994,5,ATTENTION,0,0,0,1,1,1,0,0,0,0.2776623289642982,1.2825037584404828
868,5,MLP,1,1,1,0,0,0,1,1,1,0.024910531832376875,0.002102127233123678
963,5,ATTENTION,0,0,0,0,0,0,1,1,1,0.2785208443350772,1.2852764152502318
208,16,BOTH,1,0,1,0,0,0,0,0,0,0.27851928376294693,1.2852131063914425
1024,5,BOTH,0,0,0,1,1,1,0,0,0,0.2776623289642982,1.2825037584404828
978,5,ATTENTION,0,0,0,1,1,0,1,1,1,0.27896180937886234,1.2891420534239222
118,16,ATTENTION,0,1,1,0,0,0,1,1,1,0.27851928376294693,1.2852131063914425
415,8,ATTENTION,1,1,1,0,0,1,0,0,0,0.2777843184359699,1.2760573780551427
9,16,MLP,0,1,0,0,0,0,1,1,1,0.2785208443350772,1.2852764152502318
273,16,BOTH,0,0,0,1,1,1,0,1,1,0.2785208443350772,1.2852764152502318
739,6,ATTENTION,0,0,0,0,0,0,0,1,1,0.2785208443350772,1.2852764152502318
570,6,MLP,0,0,1,1,1,1,0,0,0,0.27415610012228897,1.2269695703528734
86,16,MLP,1,1,1,0,0,0,0,1,1,0.2785208443350772,1.2852764152502318
204,16,BOTH,1,1,0,0,0,0,0,0,0,0.27851928376294693,1.2852131063914425
552,8,BOTH,0,0,0,1,1,1,0,1,1,0.2777330787996968,1.280437761192902
966,5,ATTENTION,0,0,0,1,0,0,1,1,1,0.2798619730045026,1.2903313877919715
473,8,BOTH,0,1,0,1,1,1,0,0,0,0.27756267421884423,1.2894674025550734
836,6,BOTH,0,0,0,0,0,0,1,1,1,0.24869652201794684,1.1075143853450542
264,16,BOTH,1,1,1,0,0,0,1,1,0,0.27851928376294693,1.2852131063914425
